city;measurement;time;type;stat;kind;radar;speed
Zbydniów;1;dzien;Ciężarowe;Max;fotoradar;TRUE;68
Żarnowo Drugie;1;dzien;Ciężarowe;Max;fotoradar;TRUE;82
Żukowo;1;dzien;Ciężarowe;Max;fotoradar;TRUE;61
Aleksandrów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;77
Boćki;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;69
Bratian;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;69
Cielcza;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;65
Czerwińsk nad Wisłą;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;87
Domaradz;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;81
Egiertowo;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;62
Gniechowice;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;69
Jedlińsk;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;102
Kleczanów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;91
Kozienice;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;60
Kraczkowa;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;92
Libidza;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;76
Lubień;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;81
Lubliniec;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;81
Łąck;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;90
Łuszczów Pierwszy;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;77
Małkowo;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;85
Mniów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;81
Mokrzeszów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;66
Nowa Wieś;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;71
Nowy Targ;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;62
Ojrzeń;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;73
Opatów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;61
Ostrów Wielkopolski;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;60
Ostrówek;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;67
Ożarów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;67
Pawłowice;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;97
Polichna;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;68
Przasnysz;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;67
Przerzeczyn Zdrój;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;66
Przytoczno;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;81
Samborowo;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;53
Sławno;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;102
Słupca;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;66
Smolice;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;82
Wilczowola;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;84
Zbydniów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;62
Żarnowo Drugie;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;83
Żukowo;1;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;TRUE;55
Aleksandrów;1;dzien;Jednoślady;Mean;fotoradar;TRUE;56
Boćki;1;dzien;Jednoślady;Mean;fotoradar;TRUE;25
Bratian;1;dzien;Jednoślady;Mean;fotoradar;TRUE;33
Cielcza;1;dzien;Jednoślady;Mean;fotoradar;TRUE;39
Czerwińsk nad Wisłą;1;dzien;Jednoślady;Mean;fotoradar;TRUE;39
Domaradz;1;dzien;Jednoślady;Mean;fotoradar;TRUE;44
Egiertowo;1;dzien;Jednoślady;Mean;fotoradar;TRUE;35
Gniechowice;1;dzien;Jednoślady;Mean;fotoradar;TRUE;29
Jedlińsk;1;dzien;Jednoślady;Mean;fotoradar;TRUE;69
Kleczanów;1;dzien;Jednoślady;Mean;fotoradar;TRUE;27
Kozienice;1;dzien;Jednoślady;Mean;fotoradar;TRUE;23
Kraczkowa;1;dzien;Jednoślady;Mean;fotoradar;TRUE;51
Libidza;1;dzien;Jednoślady;Mean;fotoradar;TRUE;36
Lubień;1;dzien;Jednoślady;Mean;fotoradar;TRUE;40
Lubliniec;1;dzien;Jednoślady;Mean;fotoradar;TRUE;62
Łąck;1;dzien;Jednoślady;Mean;fotoradar;TRUE;50
Łuszczów Pierwszy;1;dzien;Jednoślady;Mean;fotoradar;TRUE;42
Małkowo;1;dzien;Jednoślady;Mean;fotoradar;TRUE;41
Mniów;1;dzien;Jednoślady;Mean;fotoradar;TRUE;28
Mokrzeszów;1;dzien;Jednoślady;Mean;fotoradar;TRUE;27
Nowa Wieś;1;dzien;Jednoślady;Mean;fotoradar;TRUE;32
Nowy Targ;1;dzien;Jednoślady;Mean;fotoradar;TRUE;36
Ojrzeń;1;dzien;Jednoślady;Mean;fotoradar;TRUE;30
Opatów;1;dzien;Jednoślady;Mean;fotoradar;TRUE;35
Ostrów Wielkopolski;1;dzien;Jednoślady;Mean;fotoradar;TRUE;29
Ostrówek;1;dzien;Jednoślady;Mean;fotoradar;TRUE;37
Ożarów;1;dzien;Jednoślady;Mean;fotoradar;TRUE;39
Pawłowice;1;dzien;Jednoślady;Mean;fotoradar;TRUE;58
Polichna;1;dzien;Jednoślady;Mean;fotoradar;TRUE;41
Przasnysz;1;dzien;Jednoślady;Mean;fotoradar;TRUE;32
Przerzeczyn Zdrój;1;dzien;Jednoślady;Mean;fotoradar;TRUE;39
Przytoczno;1;dzien;Jednoślady;Mean;fotoradar;TRUE;23
Samborowo;1;dzien;Jednoślady;Mean;fotoradar;TRUE;24
Sławno;1;dzien;Jednoślady;Mean;fotoradar;TRUE;55
Słupca;1;dzien;Jednoślady;Mean;fotoradar;TRUE;40
Smolice;1;dzien;Jednoślady;Mean;fotoradar;TRUE;23
Wilczowola;1;dzien;Jednoślady;Mean;fotoradar;TRUE;31
Zbydniów;1;dzien;Jednoślady;Mean;fotoradar;TRUE;25
Żarnowo Drugie;1;dzien;Jednoślady;Mean;fotoradar;TRUE;35
Żukowo;1;dzien;Jednoślady;Mean;fotoradar;TRUE;34
Aleksandrów;1;dzien;Osobowe;Mean;fotoradar;TRUE;52
Boćki;1;dzien;Osobowe;Mean;fotoradar;TRUE;43
Bratian;1;dzien;Osobowe;Mean;fotoradar;TRUE;44
Cielcza;1;dzien;Osobowe;Mean;fotoradar;TRUE;39
Czerwińsk nad Wisłą;1;dzien;Osobowe;Mean;fotoradar;TRUE;50
Domaradz;1;dzien;Osobowe;Mean;fotoradar;TRUE;57
Egiertowo;1;dzien;Osobowe;Mean;fotoradar;TRUE;40
Gniechowice;1;dzien;Osobowe;Mean;fotoradar;TRUE;40
Jedlińsk;1;dzien;Osobowe;Mean;fotoradar;TRUE;75
Kleczanów;1;dzien;Osobowe;Mean;fotoradar;TRUE;49
Kozienice;1;dzien;Osobowe;Mean;fotoradar;TRUE;41
Kraczkowa;1;dzien;Osobowe;Mean;fotoradar;TRUE;59
Libidza;1;dzien;Osobowe;Mean;fotoradar;TRUE;42
Lubień;1;dzien;Osobowe;Mean;fotoradar;TRUE;48
Lubliniec;1;dzien;Osobowe;Mean;fotoradar;TRUE;66
Łąck;1;dzien;Osobowe;Mean;fotoradar;TRUE;58
Łuszczów Pierwszy;1;dzien;Osobowe;Mean;fotoradar;TRUE;47
Małkowo;1;dzien;Osobowe;Mean;fotoradar;TRUE;50
Mniów;1;dzien;Osobowe;Mean;fotoradar;TRUE;52
Mokrzeszów;1;dzien;Osobowe;Mean;fotoradar;TRUE;46
Nowa Wieś;1;dzien;Osobowe;Mean;fotoradar;TRUE;44
Nowy Targ;1;dzien;Osobowe;Mean;fotoradar;TRUE;40
Ojrzeń;1;dzien;Osobowe;Mean;fotoradar;TRUE;43
Opatów;1;dzien;Osobowe;Mean;fotoradar;TRUE;41
Ostrów Wielkopolski;1;dzien;Osobowe;Mean;fotoradar;TRUE;36
Ostrówek;1;dzien;Osobowe;Mean;fotoradar;TRUE;44
Ożarów;1;dzien;Osobowe;Mean;fotoradar;TRUE;42
Pawłowice;1;dzien;Osobowe;Mean;fotoradar;TRUE;65
Polichna;1;dzien;Osobowe;Mean;fotoradar;TRUE;42
Przasnysz;1;dzien;Osobowe;Mean;fotoradar;TRUE;43
Przerzeczyn Zdrój;1;dzien;Osobowe;Mean;fotoradar;TRUE;41
Przytoczno;1;dzien;Osobowe;Mean;fotoradar;TRUE;53
Samborowo;1;dzien;Osobowe;Mean;fotoradar;TRUE;39
Sławno;1;dzien;Osobowe;Mean;fotoradar;TRUE;71
Słupca;1;dzien;Osobowe;Mean;fotoradar;TRUE;44
Smolice;1;dzien;Osobowe;Mean;fotoradar;TRUE;48
Wilczowola;1;dzien;Osobowe;Mean;fotoradar;TRUE;48
Zbydniów;1;dzien;Osobowe;Mean;fotoradar;TRUE;44
Żarnowo Drugie;1;dzien;Osobowe;Mean;fotoradar;TRUE;51
Żukowo;1;dzien;Osobowe;Mean;fotoradar;TRUE;40
Aleksandrów;1;dzien;Dostawcze;Mean;fotoradar;TRUE;52
Boćki;1;dzien;Dostawcze;Mean;fotoradar;TRUE;44
Bratian;1;dzien;Dostawcze;Mean;fotoradar;TRUE;45
Cielcza;1;dzien;Dostawcze;Mean;fotoradar;TRUE;40
Czerwińsk nad Wisłą;1;dzien;Dostawcze;Mean;fotoradar;TRUE;49
Domaradz;1;dzien;Dostawcze;Mean;fotoradar;TRUE;57
Egiertowo;1;dzien;Dostawcze;Mean;fotoradar;TRUE;40
Gniechowice;1;dzien;Dostawcze;Mean;fotoradar;TRUE;39
Jedlińsk;1;dzien;Dostawcze;Mean;fotoradar;TRUE;75
Kleczanów;1;dzien;Dostawcze;Mean;fotoradar;TRUE;49
Kozienice;1;dzien;Dostawcze;Mean;fotoradar;TRUE;41
Kraczkowa;1;dzien;Dostawcze;Mean;fotoradar;TRUE;64
Libidza;1;dzien;Dostawcze;Mean;fotoradar;TRUE;42
Lubień;1;dzien;Dostawcze;Mean;fotoradar;TRUE;48
Lubliniec;1;dzien;Dostawcze;Mean;fotoradar;TRUE;63
Łąck;1;dzien;Dostawcze;Mean;fotoradar;TRUE;57
Łuszczów Pierwszy;1;dzien;Dostawcze;Mean;fotoradar;TRUE;46
Małkowo;1;dzien;Dostawcze;Mean;fotoradar;TRUE;50
Mniów;1;dzien;Dostawcze;Mean;fotoradar;TRUE;52
Mokrzeszów;1;dzien;Dostawcze;Mean;fotoradar;TRUE;46
Nowa Wieś;1;dzien;Dostawcze;Mean;fotoradar;TRUE;44
Nowy Targ;1;dzien;Dostawcze;Mean;fotoradar;TRUE;40
Ojrzeń;1;dzien;Dostawcze;Mean;fotoradar;TRUE;43
Opatów;1;dzien;Dostawcze;Mean;fotoradar;TRUE;41
Ostrów Wielkopolski;1;dzien;Dostawcze;Mean;fotoradar;TRUE;37
Ostrówek;1;dzien;Dostawcze;Mean;fotoradar;TRUE;43
Ożarów;1;dzien;Dostawcze;Mean;fotoradar;TRUE;42
Pawłowice;1;dzien;Dostawcze;Mean;fotoradar;TRUE;69
Polichna;1;dzien;Dostawcze;Mean;fotoradar;TRUE;43
Przasnysz;1;dzien;Dostawcze;Mean;fotoradar;TRUE;43
Przerzeczyn Zdrój;1;dzien;Dostawcze;Mean;fotoradar;TRUE;41
Przytoczno;1;dzien;Dostawcze;Mean;fotoradar;TRUE;50
Samborowo;1;dzien;Dostawcze;Mean;fotoradar;TRUE;38
Sławno;1;dzien;Dostawcze;Mean;fotoradar;TRUE;70
Słupca;1;dzien;Dostawcze;Mean;fotoradar;TRUE;44
Smolice;1;dzien;Dostawcze;Mean;fotoradar;TRUE;47
Wilczowola;1;dzien;Dostawcze;Mean;fotoradar;TRUE;50
Zbydniów;1;dzien;Dostawcze;Mean;fotoradar;TRUE;43
Żarnowo Drugie;1;dzien;Dostawcze;Mean;fotoradar;TRUE;52
Żukowo;1;dzien;Dostawcze;Mean;fotoradar;TRUE;40
Aleksandrów;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;53
Boćki;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;42
Bratian;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;45
Cielcza;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;41
Czerwińsk nad Wisłą;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;51
Domaradz;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;58
Egiertowo;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;39
Gniechowice;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;40
Jedlińsk;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;69
Kleczanów;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;51
Kozienice;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;42
Kraczkowa;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;59
Libidza;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;42
Lubień;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;49
Lubliniec;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;63
Łąck;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;60
Łuszczów Pierwszy;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;49
Małkowo;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;49
Mniów;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;52
Mokrzeszów;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;47
Nowa Wieś;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;46
Nowy Targ;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;40
Ojrzeń;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;41
Opatów;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;41
Ostrów Wielkopolski;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;37
Ostrówek;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;44
Ożarów;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;43
Pawłowice;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;65
Polichna;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;43
Przasnysz;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;44
Przerzeczyn Zdrój;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;41
Przytoczno;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;52
Samborowo;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;39
Sławno;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;68
Słupca;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;45
Smolice;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;49
Wilczowola;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;49
Zbydniów;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;45
Żarnowo Drugie;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;50
Żukowo;1;dzien;Ciężarowe;Mean;fotoradar;TRUE;40
Aleksandrów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;55
Boćki;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;47
Bratian;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;46
Cielcza;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;44
Czerwińsk nad Wisłą;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;55
Domaradz;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;61
Egiertowo;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;41
Gniechowice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;43
Jedlińsk;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;67
Kleczanów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;55
Kozienice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;43
Kraczkowa;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;58
Libidza;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;46
Lubień;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;51
Lubliniec;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;64
Łąck;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;60
Łuszczów Pierwszy;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;50
Małkowo;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;49
Mniów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;54
Mokrzeszów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;48
Nowa Wieś;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;48
Nowy Targ;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;43
Ojrzeń;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;45
Opatów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;42
Ostrów Wielkopolski;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;38
Ostrówek;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;46
Ożarów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;45
Pawłowice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;65
Polichna;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;47
Przasnysz;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;47
Przerzeczyn Zdrój;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;45
Przytoczno;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;56
Samborowo;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;39
Sławno;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;68
Słupca;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;45
Smolice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;52
Wilczowola;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;54
Zbydniów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;45
Żarnowo Drugie;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;55
Żukowo;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;TRUE;40
Aleksandrów;2;dzien;Jednoślady;Max;fotoradar;TRUE;63
Boćki;2;dzien;Jednoślady;Max;fotoradar;TRUE;58
Bratian;2;dzien;Jednoślady;Max;fotoradar;TRUE;51
Cielcza;2;dzien;Jednoślady;Max;fotoradar;TRUE;62
Czerwińsk nad Wisłą;2;dzien;Jednoślady;Max;fotoradar;TRUE;51
Domaradz;2;dzien;Jednoślady;Max;fotoradar;TRUE;61
Egiertowo;2;dzien;Jednoślady;Max;fotoradar;TRUE;55
Gniechowice;2;dzien;Jednoślady;Max;fotoradar;TRUE;51
Jedlińsk;2;dzien;Jednoślady;Max;fotoradar;TRUE;83
Kleczanów;2;dzien;Jednoślady;Max;fotoradar;TRUE;54
Kozienice;2;dzien;Jednoślady;Max;fotoradar;TRUE;51
Kraczkowa;2;dzien;Jednoślady;Max;fotoradar;TRUE;115
Libidza;2;dzien;Jednoślady;Max;fotoradar;TRUE;64
Lubień;2;dzien;Jednoślady;Max;fotoradar;TRUE;52
Lubliniec;2;dzien;Jednoślady;Max;fotoradar;TRUE;108
Łąck;2;dzien;Jednoślady;Max;fotoradar;TRUE;68
Łuszczów Pierwszy;2;dzien;Jednoślady;Max;fotoradar;TRUE;57
Małkowo;2;dzien;Jednoślady;Max;fotoradar;TRUE;83
Mniów;2;dzien;Jednoślady;Max;fotoradar;TRUE;54
Mokrzeszów;2;dzien;Jednoślady;Max;fotoradar;TRUE;59
Nowa Wieś;2;dzien;Jednoślady;Max;fotoradar;TRUE;60
Nowy Targ;2;dzien;Jednoślady;Max;fotoradar;TRUE;56
Ojrzeń;2;dzien;Jednoślady;Max;fotoradar;TRUE;63
Opatów;2;dzien;Jednoślady;Max;fotoradar;TRUE;41
Ostrów Wielkopolski;2;dzien;Jednoślady;Max;fotoradar;TRUE;64
Ostrówek;2;dzien;Jednoślady;Max;fotoradar;TRUE;76
Ożarów;2;dzien;Jednoślady;Max;fotoradar;TRUE;55
Pawłowice;2;dzien;Jednoślady;Max;fotoradar;TRUE;121
Polichna;2;dzien;Jednoślady;Max;fotoradar;TRUE;46
Przasnysz;2;dzien;Jednoślady;Max;fotoradar;TRUE;48
Przerzeczyn Zdrój;2;dzien;Jednoślady;Max;fotoradar;TRUE;48
Przytoczno;2;dzien;Jednoślady;Max;fotoradar;TRUE;99
Samborowo;2;dzien;Jednoślady;Max;fotoradar;TRUE;45
Sławno;2;dzien;Jednoślady;Max;fotoradar;TRUE;108
Słupca;2;dzien;Jednoślady;Max;fotoradar;TRUE;72
Smolice;2;dzien;Jednoślady;Max;fotoradar;TRUE;52
Wilczowola;2;dzien;Jednoślady;Max;fotoradar;TRUE;52
Zbydniów;2;dzien;Jednoślady;Max;fotoradar;TRUE;52
Żarnowo Drugie;2;dzien;Jednoślady;Max;fotoradar;TRUE;48
Żukowo;2;dzien;Jednoślady;Max;fotoradar;TRUE;61
Aleksandrów;2;dzien;Osobowe;Max;fotoradar;TRUE;89
Boćki;2;dzien;Osobowe;Max;fotoradar;TRUE;71
Bratian;2;dzien;Osobowe;Max;fotoradar;TRUE;67
Cielcza;2;dzien;Osobowe;Max;fotoradar;TRUE;87
Czerwińsk nad Wisłą;2;dzien;Osobowe;Max;fotoradar;TRUE;94
Domaradz;2;dzien;Osobowe;Max;fotoradar;TRUE;88
Egiertowo;2;dzien;Osobowe;Max;fotoradar;TRUE;74
Gniechowice;2;dzien;Osobowe;Max;fotoradar;TRUE;77
Jedlińsk;2;dzien;Osobowe;Max;fotoradar;TRUE;137
Kleczanów;2;dzien;Osobowe;Max;fotoradar;TRUE;105
Kozienice;2;dzien;Osobowe;Max;fotoradar;TRUE;74
Kraczkowa;2;dzien;Osobowe;Max;fotoradar;TRUE;119
Libidza;2;dzien;Osobowe;Max;fotoradar;TRUE;88
Lubień;2;dzien;Osobowe;Max;fotoradar;TRUE;97
Lubliniec;2;dzien;Osobowe;Max;fotoradar;TRUE;133
Łąck;2;dzien;Osobowe;Max;fotoradar;TRUE;96
Łuszczów Pierwszy;2;dzien;Osobowe;Max;fotoradar;TRUE;82
Małkowo;2;dzien;Osobowe;Max;fotoradar;TRUE;87
Mniów;2;dzien;Osobowe;Max;fotoradar;TRUE;85
Mokrzeszów;2;dzien;Osobowe;Max;fotoradar;TRUE;103
Nowa Wieś;2;dzien;Osobowe;Max;fotoradar;TRUE;82
Nowy Targ;2;dzien;Osobowe;Max;fotoradar;TRUE;96
Ojrzeń;2;dzien;Osobowe;Max;fotoradar;TRUE;93
Opatów;2;dzien;Osobowe;Max;fotoradar;TRUE;70
Ostrów Wielkopolski;2;dzien;Osobowe;Max;fotoradar;TRUE;89
Ostrówek;2;dzien;Osobowe;Max;fotoradar;TRUE;77
Ożarów;2;dzien;Osobowe;Max;fotoradar;TRUE;88
Pawłowice;2;dzien;Osobowe;Max;fotoradar;TRUE;128
Polichna;2;dzien;Osobowe;Max;fotoradar;TRUE;70
Przasnysz;2;dzien;Osobowe;Max;fotoradar;TRUE;102
Przerzeczyn Zdrój;2;dzien;Osobowe;Max;fotoradar;TRUE;95
Przytoczno;2;dzien;Osobowe;Max;fotoradar;TRUE;97
Samborowo;2;dzien;Osobowe;Max;fotoradar;TRUE;81
Sławno;2;dzien;Osobowe;Max;fotoradar;TRUE;124
Słupca;2;dzien;Osobowe;Max;fotoradar;TRUE;99
Smolice;2;dzien;Osobowe;Max;fotoradar;TRUE;86
Wilczowola;2;dzien;Osobowe;Max;fotoradar;TRUE;82
Zbydniów;2;dzien;Osobowe;Max;fotoradar;TRUE;81
Żarnowo Drugie;2;dzien;Osobowe;Max;fotoradar;TRUE;92
Żukowo;2;dzien;Osobowe;Max;fotoradar;TRUE;86
Aleksandrów;2;dzien;Dostawcze;Max;fotoradar;TRUE;73
Boćki;2;dzien;Dostawcze;Max;fotoradar;TRUE;74
Bratian;2;dzien;Dostawcze;Max;fotoradar;TRUE;61
Cielcza;2;dzien;Dostawcze;Max;fotoradar;TRUE;93
Czerwińsk nad Wisłą;2;dzien;Dostawcze;Max;fotoradar;TRUE;70
Domaradz;2;dzien;Dostawcze;Max;fotoradar;TRUE;93
Egiertowo;2;dzien;Dostawcze;Max;fotoradar;TRUE;77
Gniechowice;2;dzien;Dostawcze;Max;fotoradar;TRUE;64
Jedlińsk;2;dzien;Dostawcze;Max;fotoradar;TRUE;125
Kleczanów;2;dzien;Dostawcze;Max;fotoradar;TRUE;74
Kozienice;2;dzien;Dostawcze;Max;fotoradar;TRUE;63
Kraczkowa;2;dzien;Dostawcze;Max;fotoradar;TRUE;92
Libidza;2;dzien;Dostawcze;Max;fotoradar;TRUE;84
Lubień;2;dzien;Dostawcze;Max;fotoradar;TRUE;73
Lubliniec;2;dzien;Dostawcze;Max;fotoradar;TRUE;88
Łąck;2;dzien;Dostawcze;Max;fotoradar;TRUE;78
Łuszczów Pierwszy;2;dzien;Dostawcze;Max;fotoradar;TRUE;72
Małkowo;2;dzien;Dostawcze;Max;fotoradar;TRUE;95
Mniów;2;dzien;Dostawcze;Max;fotoradar;TRUE;74
Mokrzeszów;2;dzien;Dostawcze;Max;fotoradar;TRUE;71
Nowa Wieś;2;dzien;Dostawcze;Max;fotoradar;TRUE;53
Nowy Targ;2;dzien;Dostawcze;Max;fotoradar;TRUE;93
Ojrzeń;2;dzien;Dostawcze;Max;fotoradar;TRUE;84
Opatów;2;dzien;Dostawcze;Max;fotoradar;TRUE;59
Ostrów Wielkopolski;2;dzien;Dostawcze;Max;fotoradar;TRUE;85
Ostrówek;2;dzien;Dostawcze;Max;fotoradar;TRUE;59
Ożarów;2;dzien;Dostawcze;Max;fotoradar;TRUE;69
Pawłowice;2;dzien;Dostawcze;Max;fotoradar;TRUE;113
Polichna;2;dzien;Dostawcze;Max;fotoradar;TRUE;63
Przasnysz;2;dzien;Dostawcze;Max;fotoradar;TRUE;67
Przerzeczyn Zdrój;2;dzien;Dostawcze;Max;fotoradar;TRUE;57
