city;measurement;time;type;stat;kind;radar;speed
Łuszczów;1;dzien;Dostawcze;Mean;passive;FALSE;62
Polesie;1;dzien;Dostawcze;Mean;passive;FALSE;94
Sochaczew;1;dzien;Dostawcze;Mean;passive;FALSE;42
Szymaki;1;dzien;Dostawcze;Mean;passive;FALSE;85
Tarnowskie Góry;1;dzien;Dostawcze;Mean;passive;FALSE;47
Warmiaki;1;dzien;Dostawcze;Mean;passive;FALSE;74
Wilcza - Nieborowice;1;dzien;Dostawcze;Mean;passive;FALSE;55
Zabłudów;1;dzien;Dostawcze;Mean;passive;FALSE;56
Gietrzwałd;1;dzien;Ciężarowe;Mean;passive;FALSE;57
Gorzyce (1);1;dzien;Ciężarowe;Mean;passive;FALSE;56
Gorzyce (2);1;dzien;Ciężarowe;Mean;passive;FALSE;36
Łosiów;1;dzien;Ciężarowe;Mean;passive;FALSE;68
Łuszczów;1;dzien;Ciężarowe;Mean;passive;FALSE;61
Polesie;1;dzien;Ciężarowe;Mean;passive;FALSE;85
Sochaczew;1;dzien;Ciężarowe;Mean;passive;FALSE;40
Szymaki;1;dzien;Ciężarowe;Mean;passive;FALSE;80
Tarnowskie Góry;1;dzien;Ciężarowe;Mean;passive;FALSE;46
Warmiaki;1;dzien;Ciężarowe;Mean;passive;FALSE;70
Wilcza - Nieborowice;1;dzien;Ciężarowe;Mean;passive;FALSE;56
Zabłudów;1;dzien;Ciężarowe;Mean;passive;FALSE;56
Gietrzwałd;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;58
Gorzyce (1);1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;55
Gorzyce (2);1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;32
Łosiów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;68
Łuszczów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;61
Polesie;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;83
Sochaczew;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;36
Szymaki;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;78
Tarnowskie Góry;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;42
Warmiaki;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;69
Wilcza - Nieborowice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;58
Zabłudów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;57
Gietrzwałd;2;dzien;Jednoślady;Max;passive;FALSE;83
Gorzyce (1);2;dzien;Jednoślady;Max;passive;FALSE;82
Gorzyce (2);2;dzien;Jednoślady;Max;passive;FALSE;70
Łosiów;2;dzien;Jednoślady;Max;passive;FALSE;52
Łuszczów;2;dzien;Jednoślady;Max;passive;FALSE;103
Polesie;2;dzien;Jednoślady;Max;passive;FALSE;113
Sochaczew;2;dzien;Jednoślady;Max;passive;FALSE;121
Szymaki;2;dzien;Jednoślady;Max;passive;FALSE;99
Tarnowskie Góry;2;dzien;Jednoślady;Max;passive;FALSE;77
Warmiaki;2;dzien;Jednoślady;Max;passive;FALSE;91
Wilcza - Nieborowice;2;dzien;Jednoślady;Max;passive;FALSE;136
Zabłudów;2;dzien;Jednoślady;Max;passive;FALSE;88
Gietrzwałd;2;dzien;Osobowe;Max;passive;FALSE;144
Gorzyce (1);2;dzien;Osobowe;Max;passive;FALSE;91
Gorzyce (2);2;dzien;Osobowe;Max;passive;FALSE;97
Łosiów;2;dzien;Osobowe;Max;passive;FALSE;78
Łuszczów;2;dzien;Osobowe;Max;passive;FALSE;158
Polesie;2;dzien;Osobowe;Max;passive;FALSE;161
Sochaczew;2;dzien;Osobowe;Max;passive;FALSE;153
Szymaki;2;dzien;Osobowe;Max;passive;FALSE;172
Tarnowskie Góry;2;dzien;Osobowe;Max;passive;FALSE;118
Warmiaki;2;dzien;Osobowe;Max;passive;FALSE;136
Wilcza - Nieborowice;2;dzien;Osobowe;Max;passive;FALSE;166
Zabłudów;2;dzien;Osobowe;Max;passive;FALSE;153
Gietrzwałd;2;dzien;Dostawcze;Max;passive;FALSE;116
Gorzyce (1);2;dzien;Dostawcze;Max;passive;FALSE;83
Gorzyce (2);2;dzien;Dostawcze;Max;passive;FALSE;87
Łosiów;2;dzien;Dostawcze;Max;passive;FALSE;77
Łuszczów;2;dzien;Dostawcze;Max;passive;FALSE;135
Polesie;2;dzien;Dostawcze;Max;passive;FALSE;147
Sochaczew;2;dzien;Dostawcze;Max;passive;FALSE;129
Szymaki;2;dzien;Dostawcze;Max;passive;FALSE;148
Tarnowskie Góry;2;dzien;Dostawcze;Max;passive;FALSE;95
Warmiaki;2;dzien;Dostawcze;Max;passive;FALSE;132
Wilcza - Nieborowice;2;dzien;Dostawcze;Max;passive;FALSE;144
Zabłudów;2;dzien;Dostawcze;Max;passive;FALSE;140
Gietrzwałd;2;dzien;Ciężarowe;Max;passive;FALSE;92
Gorzyce (1);2;dzien;Ciężarowe;Max;passive;FALSE;85
Gorzyce (2);2;dzien;Ciężarowe;Max;passive;FALSE;91
Łosiów;2;dzien;Ciężarowe;Max;passive;FALSE;86
Łuszczów;2;dzien;Ciężarowe;Max;passive;FALSE;92
Polesie;2;dzien;Ciężarowe;Max;passive;FALSE;92
Sochaczew;2;dzien;Ciężarowe;Max;passive;FALSE;92
Szymaki;2;dzien;Ciężarowe;Max;passive;FALSE;92
Tarnowskie Góry;2;dzien;Ciężarowe;Max;passive;FALSE;92
Warmiaki;2;dzien;Ciężarowe;Max;passive;FALSE;92
Wilcza - Nieborowice;2;dzien;Ciężarowe;Max;passive;FALSE;92
Zabłudów;2;dzien;Ciężarowe;Max;passive;FALSE;92
Gietrzwałd;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;98
Gorzyce (1);2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;75
Gorzyce (2);2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;68
Łosiów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;78
Łuszczów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;101
Polesie;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;102
Sochaczew;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;100
Szymaki;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;102
Tarnowskie Góry;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;80
Warmiaki;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;97
Wilcza - Nieborowice;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;102
Zabłudów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;102
Gietrzwałd;2;dzien;Jednoślady;Mean;passive;FALSE;69
Gorzyce (1);2;dzien;Jednoślady;Mean;passive;FALSE;48
Gorzyce (2);2;dzien;Jednoślady;Mean;passive;FALSE;39
Łosiów;2;dzien;Jednoślady;Mean;passive;FALSE;26
Łuszczów;2;dzien;Jednoślady;Mean;passive;FALSE;51
Polesie;2;dzien;Jednoślady;Mean;passive;FALSE;68
Sochaczew;2;dzien;Jednoślady;Mean;passive;FALSE;52
Szymaki;2;dzien;Jednoślady;Mean;passive;FALSE;65
Tarnowskie Góry;2;dzien;Jednoślady;Mean;passive;FALSE;47
Warmiaki;2;dzien;Jednoślady;Mean;passive;FALSE;74
Wilcza - Nieborowice;2;dzien;Jednoślady;Mean;passive;FALSE;70
Zabłudów;2;dzien;Jednoślady;Mean;passive;FALSE;60
Gietrzwałd;2;dzien;Osobowe;Mean;passive;FALSE;78
Gorzyce (1);2;dzien;Osobowe;Mean;passive;FALSE;51
Gorzyce (2);2;dzien;Osobowe;Mean;passive;FALSE;48
Łosiów;2;dzien;Osobowe;Mean;passive;FALSE;46
Łuszczów;2;dzien;Osobowe;Mean;passive;FALSE;83
Polesie;2;dzien;Osobowe;Mean;passive;FALSE;82
Sochaczew;2;dzien;Osobowe;Mean;passive;FALSE;78
Szymaki;2;dzien;Osobowe;Mean;passive;FALSE;89
Tarnowskie Góry;2;dzien;Osobowe;Mean;passive;FALSE;55
Warmiaki;2;dzien;Osobowe;Mean;passive;FALSE;81
Wilcza - Nieborowice;2;dzien;Osobowe;Mean;passive;FALSE;82
Zabłudów;2;dzien;Osobowe;Mean;passive;FALSE;78
Gietrzwałd;2;dzien;Dostawcze;Mean;passive;FALSE;76
Gorzyce (1);2;dzien;Dostawcze;Mean;passive;FALSE;49
Gorzyce (2);2;dzien;Dostawcze;Mean;passive;FALSE;49
Łosiów;2;dzien;Dostawcze;Mean;passive;FALSE;46
Łuszczów;2;dzien;Dostawcze;Mean;passive;FALSE;82
Polesie;2;dzien;Dostawcze;Mean;passive;FALSE;83
Sochaczew;2;dzien;Dostawcze;Mean;passive;FALSE;78
Szymaki;2;dzien;Dostawcze;Mean;passive;FALSE;87
Tarnowskie Góry;2;dzien;Dostawcze;Mean;passive;FALSE;55
Warmiaki;2;dzien;Dostawcze;Mean;passive;FALSE;80
Wilcza - Nieborowice;2;dzien;Dostawcze;Mean;passive;FALSE;82
Zabłudów;2;dzien;Dostawcze;Mean;passive;FALSE;76
Gietrzwałd;2;dzien;Ciężarowe;Mean;passive;FALSE;75
Gorzyce (1);2;dzien;Ciężarowe;Mean;passive;FALSE;50
Gorzyce (2);2;dzien;Ciężarowe;Mean;passive;FALSE;48
Łosiów;2;dzien;Ciężarowe;Mean;passive;FALSE;49
Łuszczów;2;dzien;Ciężarowe;Mean;passive;FALSE;76
Polesie;2;dzien;Ciężarowe;Mean;passive;FALSE;73
Sochaczew;2;dzien;Ciężarowe;Mean;passive;FALSE;75
Szymaki;2;dzien;Ciężarowe;Mean;passive;FALSE;83
Tarnowskie Góry;2;dzien;Ciężarowe;Mean;passive;FALSE;54
Warmiaki;2;dzien;Ciężarowe;Mean;passive;FALSE;75
Wilcza - Nieborowice;2;dzien;Ciężarowe;Mean;passive;FALSE;78
Zabłudów;2;dzien;Ciężarowe;Mean;passive;FALSE;73
Gietrzwałd;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;74
Gorzyce (1);2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;50
Gorzyce (2);2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;51
Łosiów;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;52
Łuszczów;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;79
Polesie;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;70
Sochaczew;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;74
Szymaki;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;81
Tarnowskie Góry;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;56
Warmiaki;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;75
Wilcza - Nieborowice;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;77
Zabłudów;2;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;73
Gietrzwałd;3;dzien;Jednoślady;Max;passive;FALSE;91
Gorzyce (1);3;dzien;Jednoślady;Max;passive;FALSE;64
Gorzyce (2);3;dzien;Jednoślady;Max;passive;FALSE;79
Łosiów;3;dzien;Jednoślady;Max;passive;FALSE;161
Łuszczów;3;dzien;Jednoślady;Max;passive;FALSE;95
Polesie;3;dzien;Jednoślady;Max;passive;FALSE;111
Sochaczew;3;dzien;Jednoślady;Max;passive;FALSE;108
Szymaki;3;dzien;Jednoślady;Max;passive;FALSE;96
Tarnowskie Góry;3;dzien;Jednoślady;Max;passive;FALSE;60
Warmiaki;3;dzien;Jednoślady;Max;passive;FALSE;72
Wilcza - Nieborowice;3;dzien;Jednoślady;Max;passive;FALSE;94
Zabłudów;3;dzien;Jednoślady;Max;passive;FALSE;85
Gietrzwałd;3;dzien;Osobowe;Max;passive;FALSE;146
Gorzyce (1);3;dzien;Osobowe;Max;passive;FALSE;108
Gorzyce (2);3;dzien;Osobowe;Max;passive;FALSE;92
Łosiów;3;dzien;Osobowe;Max;passive;FALSE;185
Łuszczów;3;dzien;Osobowe;Max;passive;FALSE;110
Polesie;3;dzien;Osobowe;Max;passive;FALSE;169
Sochaczew;3;dzien;Osobowe;Max;passive;FALSE;161
Szymaki;3;dzien;Osobowe;Max;passive;FALSE;169
Tarnowskie Góry;3;dzien;Osobowe;Max;passive;FALSE;91
Warmiaki;3;dzien;Osobowe;Max;passive;FALSE;109
Wilcza - Nieborowice;3;dzien;Osobowe;Max;passive;FALSE;148
Zabłudów;3;dzien;Osobowe;Max;passive;FALSE;106
Gietrzwałd;3;dzien;Dostawcze;Max;passive;FALSE;149
Gorzyce (1);3;dzien;Dostawcze;Max;passive;FALSE;86
Gorzyce (2);3;dzien;Dostawcze;Max;passive;FALSE;86
Łosiów;3;dzien;Dostawcze;Max;passive;FALSE;135
Łuszczów;3;dzien;Dostawcze;Max;passive;FALSE;99
Polesie;3;dzien;Dostawcze;Max;passive;FALSE;137
Sochaczew;3;dzien;Dostawcze;Max;passive;FALSE;143
Szymaki;3;dzien;Dostawcze;Max;passive;FALSE;145
Tarnowskie Góry;3;dzien;Dostawcze;Max;passive;FALSE;79
Warmiaki;3;dzien;Dostawcze;Max;passive;FALSE;97
Wilcza - Nieborowice;3;dzien;Dostawcze;Max;passive;FALSE;121
Zabłudów;3;dzien;Dostawcze;Max;passive;FALSE;103
Gietrzwałd;3;dzien;Ciężarowe;Max;passive;FALSE;92
Gorzyce (1);3;dzien;Ciężarowe;Max;passive;FALSE;77
Gorzyce (2);3;dzien;Ciężarowe;Max;passive;FALSE;91
Łosiów;3;dzien;Ciężarowe;Max;passive;FALSE;91
Łuszczów;3;dzien;Ciężarowe;Max;passive;FALSE;92
Polesie;3;dzien;Ciężarowe;Max;passive;FALSE;92
Sochaczew;3;dzien;Ciężarowe;Max;passive;FALSE;92
Szymaki;3;dzien;Ciężarowe;Max;passive;FALSE;92
Tarnowskie Góry;3;dzien;Ciężarowe;Max;passive;FALSE;64
Warmiaki;3;dzien;Ciężarowe;Max;passive;FALSE;82
Wilcza - Nieborowice;3;dzien;Ciężarowe;Max;passive;FALSE;92
Zabłudów;3;dzien;Ciężarowe;Max;passive;FALSE;90
Gietrzwałd;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;102
Gorzyce (1);3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;76
Gorzyce (2);3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;76
Łosiów;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;102
Łuszczów;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;71
Polesie;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;102
Sochaczew;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;100
Szymaki;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;102
Tarnowskie Góry;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;63
Warmiaki;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;82
Wilcza - Nieborowice;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;94
Zabłudów;3;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;FALSE;80
Gietrzwałd;3;dzien;Jednoślady;Mean;passive;FALSE;68
Gorzyce (1);3;dzien;Jednoślady;Mean;passive;FALSE;38
Gorzyce (2);3;dzien;Jednoślady;Mean;passive;FALSE;49
Łosiów;3;dzien;Jednoślady;Mean;passive;FALSE;53
Łuszczów;3;dzien;Jednoślady;Mean;passive;FALSE;53
Polesie;3;dzien;Jednoślady;Mean;passive;FALSE;67
Sochaczew;3;dzien;Jednoślady;Mean;passive;FALSE;68
Szymaki;3;dzien;Jednoślady;Mean;passive;FALSE;73
Tarnowskie Góry;3;dzien;Jednoślady;Mean;passive;FALSE;41
Warmiaki;3;dzien;Jednoślady;Mean;passive;FALSE;41
Wilcza - Nieborowice;3;dzien;Jednoślady;Mean;passive;FALSE;56
Zabłudów;3;dzien;Jednoślady;Mean;passive;FALSE;58
Gietrzwałd;3;dzien;Osobowe;Mean;passive;FALSE;79
Gorzyce (1);3;dzien;Osobowe;Mean;passive;FALSE;46
Gorzyce (2);3;dzien;Osobowe;Mean;passive;FALSE;50
Łosiów;3;dzien;Osobowe;Mean;passive;FALSE;74
Łuszczów;3;dzien;Osobowe;Mean;passive;FALSE;60
Polesie;3;dzien;Osobowe;Mean;passive;FALSE;89
Sochaczew;3;dzien;Osobowe;Mean;passive;FALSE;78
Szymaki;3;dzien;Osobowe;Mean;passive;FALSE;87
Tarnowskie Góry;3;dzien;Osobowe;Mean;passive;FALSE;46
Warmiaki;3;dzien;Osobowe;Mean;passive;FALSE;60
Wilcza - Nieborowice;3;dzien;Osobowe;Mean;passive;FALSE;72
Zabłudów;3;dzien;Osobowe;Mean;passive;FALSE;62
Gietrzwałd;3;dzien;Dostawcze;Mean;passive;FALSE;79
Gorzyce (1);3;dzien;Dostawcze;Mean;passive;FALSE;47
Gorzyce (2);3;dzien;Dostawcze;Mean;passive;FALSE;50
Łosiów;3;dzien;Dostawcze;Mean;passive;FALSE;74
Łuszczów;3;dzien;Dostawcze;Mean;passive;FALSE;60
Polesie;3;dzien;Dostawcze;Mean;passive;FALSE;87
Sochaczew;3;dzien;Dostawcze;Mean;passive;FALSE;78
Szymaki;3;dzien;Dostawcze;Mean;passive;FALSE;86
Tarnowskie Góry;3;dzien;Dostawcze;Mean;passive;FALSE;45
Warmiaki;3;dzien;Dostawcze;Mean;passive;FALSE;59
Wilcza - Nieborowice;3;dzien;Dostawcze;Mean;passive;FALSE;71
Zabłudów;3;dzien;Dostawcze;Mean;passive;FALSE;62
Gietrzwałd;3;dzien;Ciężarowe;Mean;passive;FALSE;75
Gorzyce (1);3;dzien;Ciężarowe;Mean;passive;FALSE;46
Gorzyce (2);3;dzien;Ciężarowe;Mean;passive;FALSE;49
Łosiów;3;dzien;Ciężarowe;Mean;passive;FALSE;72
Łuszczów;3;dzien;Ciężarowe;Mean;passive;FALSE;57
Polesie;3;dzien;Ciężarowe;Mean;passive;FALSE;82
Sochaczew;3;dzien;Ciężarowe;Mean;passive;FALSE;76
Szymaki;3;dzien;Ciężarowe;Mean;passive;FALSE;81
Tarnowskie Góry;3;dzien;Ciężarowe;Mean;passive;FALSE;44
Warmiaki;3;dzien;Ciężarowe;Mean;passive;FALSE;57
Wilcza - Nieborowice;3;dzien;Ciężarowe;Mean;passive;FALSE;70
Zabłudów;3;dzien;Ciężarowe;Mean;passive;FALSE;61
Gietrzwałd;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;72
Gorzyce (1);3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;44
Gorzyce (2);3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;50
Łosiów;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;69
Łuszczów;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;57
Polesie;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;82
Sochaczew;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;75
Szymaki;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;79
Tarnowskie Góry;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;42
Warmiaki;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;58
Wilcza - Nieborowice;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;70
Zabłudów;3;dzien;Ciężarowe z przyczepą i autobusy;Mean;passive;FALSE;62
Gietrzwałd;1;dzien;Jednoślady;Max;passive;TRUE;79
Gorzyce (1);1;dzien;Jednoślady;Max;passive;TRUE;65
Gorzyce (2);1;dzien;Jednoślady;Max;passive;TRUE;65
Łosiów;1;dzien;Jednoślady;Max;passive;TRUE;86
Łuszczów;1;dzien;Jednoślady;Max;passive;TRUE;77
Polesie;1;dzien;Jednoślady;Max;passive;TRUE;110
Sochaczew;1;dzien;Jednoślady;Max;passive;TRUE;63
Szymaki;1;dzien;Jednoślady;Max;passive;TRUE;88
Tarnowskie Góry;1;dzien;Jednoślady;Max;passive;TRUE;60
Warmiaki;1;dzien;Jednoślady;Max;passive;TRUE;83
Wilcza - Nieborowice;1;dzien;Jednoślady;Max;passive;TRUE;77
Zabłudów;1;dzien;Jednoślady;Max;passive;TRUE;67
Gietrzwałd;1;dzien;Osobowe;Max;passive;TRUE;114
Gorzyce (1);1;dzien;Osobowe;Max;passive;TRUE;108
Gorzyce (2);1;dzien;Osobowe;Max;passive;TRUE;66
Łosiów;1;dzien;Osobowe;Max;passive;TRUE;116
Łuszczów;1;dzien;Osobowe;Max;passive;TRUE;114
Polesie;1;dzien;Osobowe;Max;passive;TRUE;151
Sochaczew;1;dzien;Osobowe;Max;passive;TRUE;89
Szymaki;1;dzien;Osobowe;Max;passive;TRUE;137
Tarnowskie Góry;1;dzien;Osobowe;Max;passive;TRUE;98
Warmiaki;1;dzien;Osobowe;Max;passive;TRUE;103
Wilcza - Nieborowice;1;dzien;Osobowe;Max;passive;TRUE;108
Zabłudów;1;dzien;Osobowe;Max;passive;TRUE;94
Gietrzwałd;1;dzien;Dostawcze;Max;passive;TRUE;107
Gorzyce (1);1;dzien;Dostawcze;Max;passive;TRUE;94
Gorzyce (2);1;dzien;Dostawcze;Max;passive;TRUE;60
Łosiów;1;dzien;Dostawcze;Max;passive;TRUE;115
Łuszczów;1;dzien;Dostawcze;Max;passive;TRUE;98
Polesie;1;dzien;Dostawcze;Max;passive;TRUE;131
Sochaczew;1;dzien;Dostawcze;Max;passive;TRUE;74
Szymaki;1;dzien;Dostawcze;Max;passive;TRUE;105
Tarnowskie Góry;1;dzien;Dostawcze;Max;passive;TRUE;73
Warmiaki;1;dzien;Dostawcze;Max;passive;TRUE;101
Wilcza - Nieborowice;1;dzien;Dostawcze;Max;passive;TRUE;116
Zabłudów;1;dzien;Dostawcze;Max;passive;TRUE;88
Gietrzwałd;1;dzien;Ciężarowe;Max;passive;TRUE;92
Gorzyce (1);1;dzien;Ciężarowe;Max;passive;TRUE;87
Gorzyce (2);1;dzien;Ciężarowe;Max;passive;TRUE;59
Łosiów;1;dzien;Ciężarowe;Max;passive;TRUE;92
Łuszczów;1;dzien;Ciężarowe;Max;passive;TRUE;81
Polesie;1;dzien;Ciężarowe;Max;passive;TRUE;92
Sochaczew;1;dzien;Ciężarowe;Max;passive;TRUE;74
Szymaki;1;dzien;Ciężarowe;Max;passive;TRUE;92
Tarnowskie Góry;1;dzien;Ciężarowe;Max;passive;TRUE;71
Warmiaki;1;dzien;Ciężarowe;Max;passive;TRUE;88
Wilcza - Nieborowice;1;dzien;Ciężarowe;Max;passive;TRUE;77
Zabłudów;1;dzien;Ciężarowe;Max;passive;TRUE;86
Gietrzwałd;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;86
Gorzyce (1);1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;79
Gorzyce (2);1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;50
Łosiów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;83
Łuszczów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;88
Polesie;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;102
Sochaczew;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;59
Szymaki;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;89
Tarnowskie Góry;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;60
Warmiaki;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;90
Wilcza - Nieborowice;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;76
Zabłudów;1;dzien;Ciężarowe z przyczepą i autobusy;Max;passive;TRUE;91
Gietrzwałd;1;dzien;Jednoślady;Mean;passive;TRUE;56
Gorzyce (1);1;dzien;Jednoślady;Mean;passive;TRUE;47
Gorzyce (2);1;dzien;Jednoślady;Mean;passive;TRUE;27
Łosiów;1;dzien;Jednoślady;Mean;passive;TRUE;54
Łuszczów;1;dzien;Jednoślady;Mean;passive;TRUE;55
Polesie;1;dzien;Jednoślady;Mean;passive;TRUE;77
Sochaczew;1;dzien;Jednoślady;Mean;passive;TRUE;34
Szymaki;1;dzien;Jednoślady;Mean;passive;TRUE;65
Tarnowskie Góry;1;dzien;Jednoślady;Mean;passive;TRUE;42
Warmiaki;1;dzien;Jednoślady;Mean;passive;TRUE;24
Wilcza - Nieborowice;1;dzien;Jednoślady;Mean;passive;TRUE;46
Zabłudów;1;dzien;Jednoślady;Mean;passive;TRUE;46
Gietrzwałd;1;dzien;Osobowe;Mean;passive;TRUE;64
Gorzyce (1);1;dzien;Osobowe;Mean;passive;TRUE;58
Gorzyce (2);1;dzien;Osobowe;Mean;passive;TRUE;38
Łosiów;1;dzien;Osobowe;Mean;passive;TRUE;67
Łuszczów;1;dzien;Osobowe;Mean;passive;TRUE;59
Polesie;1;dzien;Osobowe;Mean;passive;TRUE;83
Sochaczew;1;dzien;Osobowe;Mean;passive;TRUE;44
Szymaki;1;dzien;Osobowe;Mean;passive;TRUE;67
Tarnowskie Góry;1;dzien;Osobowe;Mean;passive;TRUE;45
Warmiaki;1;dzien;Osobowe;Mean;passive;TRUE;62
Wilcza - Nieborowice;1;dzien;Osobowe;Mean;passive;TRUE;51
Zabłudów;1;dzien;Osobowe;Mean;passive;TRUE;54
Gietrzwałd;1;dzien;Dostawcze;Mean;passive;TRUE;65
Gorzyce (1);1;dzien;Dostawcze;Mean;passive;TRUE;60
Gorzyce (2);1;dzien;Dostawcze;Mean;passive;TRUE;39
Łosiów;1;dzien;Dostawcze;Mean;passive;TRUE;66
Łuszczów;1;dzien;Dostawcze;Mean;passive;TRUE;59
Polesie;1;dzien;Dostawcze;Mean;passive;TRUE;80
Sochaczew;1;dzien;Dostawcze;Mean;passive;TRUE;43
Szymaki;1;dzien;Dostawcze;Mean;passive;TRUE;66
Tarnowskie Góry;1;dzien;Dostawcze;Mean;passive;TRUE;44
Warmiaki;1;dzien;Dostawcze;Mean;passive;TRUE;63
Wilcza - Nieborowice;1;dzien;Dostawcze;Mean;passive;TRUE;51
Zabłudów;1;dzien;Dostawcze;Mean;passive;TRUE;55
Gietrzwałd;1;dzien;Ciężarowe;Mean;passive;TRUE;63
Gorzyce (1);1;dzien;Ciężarowe;Mean;passive;TRUE;60
Gorzyce (2);1;dzien;Ciężarowe;Mean;passive;TRUE;38
Łosiów;1;dzien;Ciężarowe;Mean;passive;TRUE;63
Łuszczów;1;dzien;Ciężarowe;Mean;passive;TRUE;58
Polesie;1;dzien;Ciężarowe;Mean;passive;TRUE;78
Sochaczew;1;dzien;Ciężarowe;Mean;passive;TRUE;41
Szymaki;1;dzien;Ciężarowe;Mean;passive;TRUE;66
Tarnowskie Góry;1;dzien;Ciężarowe;Mean;passive;TRUE;43
Warmiaki;1;dzien;Ciężarowe;Mean;passive;TRUE;61
Wilcza - Nieborowice;1;dzien;Ciężarowe;Mean;passive;TRUE;51
