city;measurement;type;kind;radar;not_comply
Czerwińsk nad Wisłą;3;Osobowe;fotoradar;FALSE;34
Domaradz;3;Osobowe;fotoradar;FALSE;73
Egiertowo;3;Osobowe;fotoradar;FALSE;62
Gniechowice;3;Osobowe;fotoradar;FALSE;39
Jedlińsk;3;Osobowe;fotoradar;FALSE;9
Kleczanów;3;Osobowe;fotoradar;FALSE;66
Kozienice;3;Osobowe;fotoradar;FALSE;13
Kraczkowa;3;Osobowe;fotoradar;FALSE;35
Libidza;3;Osobowe;fotoradar;FALSE;95
Lubień;3;Osobowe;fotoradar;FALSE;83
Lubliniec;3;Osobowe;fotoradar;FALSE;18
Łąck;3;Osobowe;fotoradar;FALSE;15
Łuszczów Pierwszy;3;Osobowe;fotoradar;FALSE;50
Małkowo;3;Osobowe;fotoradar;FALSE;27
Mniów;3;Osobowe;fotoradar;FALSE;45
Mokrzeszów;3;Osobowe;fotoradar;FALSE;83
Nowa Wieś;3;Osobowe;fotoradar;FALSE;25
Nowy Targ;3;Osobowe;fotoradar;FALSE;60
Ojrzeń;3;Osobowe;fotoradar;FALSE;66
Opatów;3;Osobowe;fotoradar;FALSE;70
Ostrów Wielkopolski;3;Osobowe;fotoradar;FALSE;21
Ostrówek;3;Osobowe;fotoradar;FALSE;87
Ożarów;3;Osobowe;fotoradar;FALSE;57
Pawłowice;3;Osobowe;fotoradar;FALSE;17
Polichna;3;Osobowe;fotoradar;FALSE;2
Przasnysz;3;Osobowe;fotoradar;FALSE;2
Przerzeczyn Zdrój;3;Osobowe;fotoradar;FALSE;71
Przytoczno;3;Osobowe;fotoradar;FALSE;58
Samborowo;3;Osobowe;fotoradar;FALSE;56
Sławno;3;Osobowe;fotoradar;FALSE;100
Słupca;3;Osobowe;fotoradar;FALSE;62
Smolice;3;Osobowe;fotoradar;FALSE;47
Wilczowola;3;Osobowe;fotoradar;FALSE;64
Zbydniów;3;Osobowe;fotoradar;FALSE;68
Żarnowo Drugie;3;Osobowe;fotoradar;FALSE;71
Żukowo;3;Osobowe;fotoradar;FALSE;65
Aleksandrów;3;Dostawcze;fotoradar;FALSE;85
Boćki;3;Dostawcze;fotoradar;FALSE;42
Bratian;3;Dostawcze;fotoradar;FALSE;78
Cielcza;3;Dostawcze;fotoradar;FALSE;1
Czerwińsk nad Wisłą;3;Dostawcze;fotoradar;FALSE;38
Domaradz;3;Dostawcze;fotoradar;FALSE;69
Egiertowo;3;Dostawcze;fotoradar;FALSE;56
Gniechowice;3;Dostawcze;fotoradar;FALSE;35
Jedlińsk;3;Dostawcze;fotoradar;FALSE;8
Kleczanów;3;Dostawcze;fotoradar;FALSE;58
Kozienice;3;Dostawcze;fotoradar;FALSE;13
Kraczkowa;3;Dostawcze;fotoradar;FALSE;63
Libidza;3;Dostawcze;fotoradar;FALSE;94
Lubień;3;Dostawcze;fotoradar;FALSE;82
Lubliniec;3;Dostawcze;fotoradar;FALSE;19
Łąck;3;Dostawcze;fotoradar;FALSE;17
Łuszczów Pierwszy;3;Dostawcze;fotoradar;FALSE;51
Małkowo;3;Dostawcze;fotoradar;FALSE;26
Mniów;3;Dostawcze;fotoradar;FALSE;45
Mokrzeszów;3;Dostawcze;fotoradar;FALSE;76
Nowa Wieś;3;Dostawcze;fotoradar;FALSE;23
Nowy Targ;3;Dostawcze;fotoradar;FALSE;51
Ojrzeń;3;Dostawcze;fotoradar;FALSE;64
Opatów;3;Dostawcze;fotoradar;FALSE;66
Ostrów Wielkopolski;3;Dostawcze;fotoradar;FALSE;21
Ostrówek;3;Dostawcze;fotoradar;FALSE;87
Ożarów;3;Dostawcze;fotoradar;FALSE;61
Pawłowice;3;Dostawcze;fotoradar;FALSE;11
Polichna;3;Dostawcze;fotoradar;FALSE;1
Przasnysz;3;Dostawcze;fotoradar;FALSE;3
Przerzeczyn Zdrój;3;Dostawcze;fotoradar;FALSE;69
Przytoczno;3;Dostawcze;fotoradar;FALSE;62
Samborowo;3;Dostawcze;fotoradar;FALSE;55
Sławno;3;Dostawcze;fotoradar;FALSE;99
Słupca;3;Dostawcze;fotoradar;FALSE;65
Smolice;3;Dostawcze;fotoradar;FALSE;61
Wilczowola;3;Dostawcze;fotoradar;FALSE;52
Zbydniów;3;Dostawcze;fotoradar;FALSE;73
Żarnowo Drugie;3;Dostawcze;fotoradar;FALSE;72
Żukowo;3;Dostawcze;fotoradar;FALSE;59
Aleksandrów;3;Ciężarowe;fotoradar;FALSE;83
Boćki;3;Ciężarowe;fotoradar;FALSE;36
Bratian;3;Ciężarowe;fotoradar;FALSE;79
Cielcza;3;Ciężarowe;fotoradar;FALSE;9
Czerwińsk nad Wisłą;3;Ciężarowe;fotoradar;FALSE;31
Domaradz;3;Ciężarowe;fotoradar;FALSE;60
Egiertowo;3;Ciężarowe;fotoradar;FALSE;42
Gniechowice;3;Ciężarowe;fotoradar;FALSE;33
Jedlińsk;3;Ciężarowe;fotoradar;FALSE;28
Kleczanów;3;Ciężarowe;fotoradar;FALSE;61
Kozienice;3;Ciężarowe;fotoradar;FALSE;11
Kraczkowa;3;Ciężarowe;fotoradar;FALSE;60
Libidza;3;Ciężarowe;fotoradar;FALSE;88
Lubień;3;Ciężarowe;fotoradar;FALSE;76
Lubliniec;3;Ciężarowe;fotoradar;FALSE;74
Łąck;3;Ciężarowe;fotoradar;FALSE;16
Łuszczów Pierwszy;3;Ciężarowe;fotoradar;FALSE;44
Małkowo;3;Ciężarowe;fotoradar;FALSE;23
Mniów;3;Ciężarowe;fotoradar;FALSE;45
Mokrzeszów;3;Ciężarowe;fotoradar;FALSE;64
Nowa Wieś;3;Ciężarowe;fotoradar;FALSE;26
Nowy Targ;3;Ciężarowe;fotoradar;FALSE;58
Ojrzeń;3;Ciężarowe;fotoradar;FALSE;57
Opatów;3;Ciężarowe;fotoradar;FALSE;73
Ostrów Wielkopolski;3;Ciężarowe;fotoradar;FALSE;13
Ostrówek;3;Ciężarowe;fotoradar;FALSE;81
Ożarów;3;Ciężarowe;fotoradar;FALSE;57
Pawłowice;3;Ciężarowe;fotoradar;FALSE;43
Polichna;3;Ciężarowe;fotoradar;FALSE;0
Przasnysz;3;Ciężarowe;fotoradar;FALSE;7
Przerzeczyn Zdrój;3;Ciężarowe;fotoradar;FALSE;66
Przytoczno;3;Ciężarowe;fotoradar;FALSE;56
Samborowo;3;Ciężarowe;fotoradar;FALSE;59
Sławno;3;Ciężarowe;fotoradar;FALSE;98
Słupca;3;Ciężarowe;fotoradar;FALSE;62
Smolice;3;Ciężarowe;fotoradar;FALSE;65
Wilczowola;3;Ciężarowe;fotoradar;FALSE;58
Zbydniów;3;Ciężarowe;fotoradar;FALSE;64
Żarnowo Drugie;3;Ciężarowe;fotoradar;FALSE;78
Żukowo;3;Ciężarowe;fotoradar;FALSE;55
Aleksandrów;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;87
Boćki;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;32
Bratian;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;78
Cielcza;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;11
Czerwińsk nad Wisłą;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;37
Domaradz;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;62
Egiertowo;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;53
Gniechowice;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;24
Jedlińsk;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;16
Kleczanów;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;77
Kozienice;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;10
Kraczkowa;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;37
Libidza;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;93
Lubień;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;76
Lubliniec;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;85
Łąck;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;16
Łuszczów Pierwszy;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;51
Małkowo;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;22
Mniów;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;60
Mokrzeszów;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;61
Nowa Wieś;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;39
Nowy Targ;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;64
Ojrzeń;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;50
Opatów;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;85
Ostrów Wielkopolski;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;15
Ostrówek;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;85
Ożarów;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;65
Pawłowice;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;58
Polichna;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;0
Przasnysz;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;4
Przerzeczyn Zdrój;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;61
Przytoczno;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;74
Samborowo;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;56
Sławno;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;98
Słupca;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;61
Smolice;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;73
Wilczowola;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;55
Zbydniów;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;73
Żarnowo Drugie;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;82
Żukowo;3;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;46
Aleksandrów;1;Jednoślady;fotoradar;TRUE;75
Boćki;1;Jednoślady;fotoradar;TRUE;6
Bratian;1;Jednoślady;fotoradar;TRUE;6
Cielcza;1;Jednoślady;fotoradar;TRUE;5
Czerwińsk nad Wisłą;1;Jednoślady;fotoradar;TRUE;24
Domaradz;1;Jednoślady;fotoradar;TRUE;3
Egiertowo;1;Jednoślady;fotoradar;TRUE;4
Gniechowice;1;Jednoślady;fotoradar;TRUE;2
Jedlińsk;1;Jednoślady;fotoradar;TRUE;3
Kleczanów;1;Jednoślady;fotoradar;TRUE;13
Kozienice;1;Jednoślady;fotoradar;TRUE;11
Kraczkowa;1;Jednoślady;fotoradar;TRUE;8
Libidza;1;Jednoślady;fotoradar;TRUE;5
Lubień;1;Jednoślady;fotoradar;TRUE;15
Lubliniec;1;Jednoślady;fotoradar;TRUE;10
Łąck;1;Jednoślady;fotoradar;TRUE;55
Łuszczów Pierwszy;1;Jednoślady;fotoradar;TRUE;23
Małkowo;1;Jednoślady;fotoradar;TRUE;12
Mniów;1;Jednoślady;fotoradar;TRUE;0
Mokrzeszów;1;Jednoślady;fotoradar;TRUE;0
Nowa Wieś;1;Jednoślady;fotoradar;TRUE;9
Nowy Targ;1;Jednoślady;fotoradar;TRUE;5
Ojrzeń;1;Jednoślady;fotoradar;TRUE;16
Opatów;1;Jednoślady;fotoradar;TRUE;6
Ostrów Wielkopolski;1;Jednoślady;fotoradar;TRUE;1
Ostrówek;1;Jednoślady;fotoradar;TRUE;6
Ożarów;1;Jednoślady;fotoradar;TRUE;6
Pawłowice;1;Jednoślady;fotoradar;TRUE;24
Polichna;1;Jednoślady;fotoradar;TRUE;16
Przasnysz;1;Jednoślady;fotoradar;TRUE;0
Przerzeczyn Zdrój;1;Jednoślady;fotoradar;TRUE;6
Przytoczno;1;Jednoślady;fotoradar;TRUE;0
Samborowo;1;Jednoślady;fotoradar;TRUE;0
Sławno;1;Jednoślady;fotoradar;TRUE;76
Słupca;1;Jednoślady;fotoradar;TRUE;7
Smolice;1;Jednoślady;fotoradar;TRUE;3
Wilczowola;1;Jednoślady;fotoradar;TRUE;11
Zbydniów;1;Jednoślady;fotoradar;TRUE;15
Żarnowo Drugie;1;Jednoślady;fotoradar;TRUE;7
Żukowo;1;Jednoślady;fotoradar;TRUE;0
Aleksandrów;1;Osobowe;fotoradar;TRUE;51
Boćki;1;Osobowe;fotoradar;TRUE;13
Bratian;1;Osobowe;fotoradar;TRUE;16
Cielcza;1;Osobowe;fotoradar;TRUE;5
Czerwińsk nad Wisłą;1;Osobowe;fotoradar;TRUE;44
Domaradz;1;Osobowe;fotoradar;TRUE;6
Egiertowo;1;Osobowe;fotoradar;TRUE;8
Gniechowice;1;Osobowe;fotoradar;TRUE;8
Jedlińsk;1;Osobowe;fotoradar;TRUE;7
Kleczanów;1;Osobowe;fotoradar;TRUE;40
Kozienice;1;Osobowe;fotoradar;TRUE;7
Kraczkowa;1;Osobowe;fotoradar;TRUE;13
Libidza;1;Osobowe;fotoradar;TRUE;10
Lubień;1;Osobowe;fotoradar;TRUE;29
Lubliniec;1;Osobowe;fotoradar;TRUE;4
Łąck;1;Osobowe;fotoradar;TRUE;75
Łuszczów Pierwszy;1;Osobowe;fotoradar;TRUE;30
Małkowo;1;Osobowe;fotoradar;TRUE;55
Mniów;1;Osobowe;fotoradar;TRUE;51
Mokrzeszów;1;Osobowe;fotoradar;TRUE;26
Nowa Wieś;1;Osobowe;fotoradar;TRUE;14
Nowy Targ;1;Osobowe;fotoradar;TRUE;8
Ojrzeń;1;Osobowe;fotoradar;TRUE;13
Opatów;1;Osobowe;fotoradar;TRUE;10
Ostrów Wielkopolski;1;Osobowe;fotoradar;TRUE;4
Ostrówek;1;Osobowe;fotoradar;TRUE;13
Ożarów;1;Osobowe;fotoradar;TRUE;8
Pawłowice;1;Osobowe;fotoradar;TRUE;29
Polichna;1;Osobowe;fotoradar;TRUE;13
Przasnysz;1;Osobowe;fotoradar;TRUE;0
Przerzeczyn Zdrój;1;Osobowe;fotoradar;TRUE;8
Przytoczno;1;Osobowe;fotoradar;TRUE;51
Samborowo;1;Osobowe;fotoradar;TRUE;5
Sławno;1;Osobowe;fotoradar;TRUE;96
Słupca;1;Osobowe;fotoradar;TRUE;16
Smolice;1;Osobowe;fotoradar;TRUE;33
Wilczowola;1;Osobowe;fotoradar;TRUE;36
Zbydniów;1;Osobowe;fotoradar;TRUE;68
Żarnowo Drugie;1;Osobowe;fotoradar;TRUE;49
Żukowo;1;Osobowe;fotoradar;TRUE;6
Aleksandrów;1;Dostawcze;fotoradar;TRUE;50
Boćki;1;Dostawcze;fotoradar;TRUE;15
Bratian;1;Dostawcze;fotoradar;TRUE;20
Cielcza;1;Dostawcze;fotoradar;TRUE;7
Czerwińsk nad Wisłą;1;Dostawcze;fotoradar;TRUE;41
Domaradz;1;Dostawcze;fotoradar;TRUE;6
Egiertowo;1;Dostawcze;fotoradar;TRUE;8
Gniechowice;1;Dostawcze;fotoradar;TRUE;7
Jedlińsk;1;Dostawcze;fotoradar;TRUE;7
Kleczanów;1;Dostawcze;fotoradar;TRUE;40
Kozienice;1;Dostawcze;fotoradar;TRUE;8
Kraczkowa;1;Dostawcze;fotoradar;TRUE;29
Libidza;1;Dostawcze;fotoradar;TRUE;10
Lubień;1;Dostawcze;fotoradar;TRUE;34
Lubliniec;1;Dostawcze;fotoradar;TRUE;0
Łąck;1;Dostawcze;fotoradar;TRUE;72
Łuszczów Pierwszy;1;Dostawcze;fotoradar;TRUE;29
Małkowo;1;Dostawcze;fotoradar;TRUE;52
Mniów;1;Dostawcze;fotoradar;TRUE;53
Mokrzeszów;1;Dostawcze;fotoradar;TRUE;29
Nowa Wieś;1;Dostawcze;fotoradar;TRUE;13
Nowy Targ;1;Dostawcze;fotoradar;TRUE;8
Ojrzeń;1;Dostawcze;fotoradar;TRUE;12
Opatów;1;Dostawcze;fotoradar;TRUE;10
Ostrów Wielkopolski;1;Dostawcze;fotoradar;TRUE;5
Ostrówek;1;Dostawcze;fotoradar;TRUE;13
Ożarów;1;Dostawcze;fotoradar;TRUE;9
Pawłowice;1;Dostawcze;fotoradar;TRUE;43
Polichna;1;Dostawcze;fotoradar;TRUE;18
Przasnysz;1;Dostawcze;fotoradar;TRUE;0
Przerzeczyn Zdrój;1;Dostawcze;fotoradar;TRUE;8
Przytoczno;1;Dostawcze;fotoradar;TRUE;47
Samborowo;1;Dostawcze;fotoradar;TRUE;3
Sławno;1;Dostawcze;fotoradar;TRUE;93
Słupca;1;Dostawcze;fotoradar;TRUE;18
Smolice;1;Dostawcze;fotoradar;TRUE;26
Wilczowola;1;Dostawcze;fotoradar;TRUE;46
Zbydniów;1;Dostawcze;fotoradar;TRUE;70
Żarnowo Drugie;1;Dostawcze;fotoradar;TRUE;53
Żukowo;1;Dostawcze;fotoradar;TRUE;5
Aleksandrów;1;Ciężarowe;fotoradar;TRUE;60
Boćki;1;Ciężarowe;fotoradar;TRUE;12
Bratian;1;Ciężarowe;fotoradar;TRUE;18
Cielcza;1;Ciężarowe;fotoradar;TRUE;6
Czerwińsk nad Wisłą;1;Ciężarowe;fotoradar;TRUE;50
Domaradz;1;Ciężarowe;fotoradar;TRUE;4
Egiertowo;1;Ciężarowe;fotoradar;TRUE;6
Gniechowice;1;Ciężarowe;fotoradar;TRUE;7
Jedlińsk;1;Ciężarowe;fotoradar;TRUE;19
Kleczanów;1;Ciężarowe;fotoradar;TRUE;48
Kozienice;1;Ciężarowe;fotoradar;TRUE;7
Kraczkowa;1;Ciężarowe;fotoradar;TRUE;14
Libidza;1;Ciężarowe;fotoradar;TRUE;13
Lubień;1;Ciężarowe;fotoradar;TRUE;39
Lubliniec;1;Ciężarowe;fotoradar;TRUE;20
Łąck;1;Ciężarowe;fotoradar;TRUE;82
Łuszczów Pierwszy;1;Ciężarowe;fotoradar;TRUE;38
Małkowo;1;Ciężarowe;fotoradar;TRUE;49
Mniów;1;Ciężarowe;fotoradar;TRUE;58
Mokrzeszów;1;Ciężarowe;fotoradar;TRUE;30
Nowa Wieś;1;Ciężarowe;fotoradar;TRUE;20
Nowy Targ;1;Ciężarowe;fotoradar;TRUE;7
Ojrzeń;1;Ciężarowe;fotoradar;TRUE;13
Opatów;1;Ciężarowe;fotoradar;TRUE;8
Ostrów Wielkopolski;1;Ciężarowe;fotoradar;TRUE;4
Ostrówek;1;Ciężarowe;fotoradar;TRUE;13
Ożarów;1;Ciężarowe;fotoradar;TRUE;10
Pawłowice;1;Ciężarowe;fotoradar;TRUE;28
Polichna;1;Ciężarowe;fotoradar;TRUE;19
Przasnysz;1;Ciężarowe;fotoradar;TRUE;1
Przerzeczyn Zdrój;1;Ciężarowe;fotoradar;TRUE;9
Przytoczno;1;Ciężarowe;fotoradar;TRUE;52
Samborowo;1;Ciężarowe;fotoradar;TRUE;2
Sławno;1;Ciężarowe;fotoradar;TRUE;96
Słupca;1;Ciężarowe;fotoradar;TRUE;17
Smolice;1;Ciężarowe;fotoradar;TRUE;37
Wilczowola;1;Ciężarowe;fotoradar;TRUE;39
Zbydniów;1;Ciężarowe;fotoradar;TRUE;75
Żarnowo Drugie;1;Ciężarowe;fotoradar;TRUE;48
Żukowo;1;Ciężarowe;fotoradar;TRUE;3
Aleksandrów;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;69
Boćki;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;27
Bratian;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;27
Cielcza;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;11
Czerwińsk nad Wisłą;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;64
Domaradz;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;9
Egiertowo;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;11
Gniechowice;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;18
Jedlińsk;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;12
Kleczanów;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;68
Kozienice;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;11
Kraczkowa;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;10
Libidza;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;21
Lubień;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;51
Lubliniec;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;18
Łąck;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;82
Łuszczów Pierwszy;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;52
Małkowo;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;55
Mniów;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;62
Mokrzeszów;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;40
Nowa Wieś;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;32
Nowy Targ;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;17
Ojrzeń;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;24
Opatów;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;6
Ostrów Wielkopolski;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;6
Ostrówek;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;20
Ożarów;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;16
Pawłowice;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;27
Polichna;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;31
Przasnysz;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;0
Przerzeczyn Zdrój;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;17
Przytoczno;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;69
Samborowo;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;1
Sławno;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;97
Słupca;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;19
Smolice;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;57
Wilczowola;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;62
Zbydniów;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;83
Żarnowo Drugie;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;74
Żukowo;1;Ciężarowe z przyczepą i autobusy;fotoradar;TRUE;3
Aleksandrów;2;Jednoślady;fotoradar;TRUE;7
Boćki;2;Jednoślady;fotoradar;TRUE;2
Bratian;2;Jednoślady;fotoradar;TRUE;4
Cielcza;2;Jednoślady;fotoradar;TRUE;23
Czerwińsk nad Wisłą;2;Jednoślady;fotoradar;TRUE;4
Domaradz;2;Jednoślady;fotoradar;TRUE;0
Egiertowo;2;Jednoślady;fotoradar;TRUE;3
Gniechowice;2;Jednoślady;fotoradar;TRUE;0
Jedlińsk;2;Jednoślady;fotoradar;TRUE;1
Kleczanów;2;Jednoślady;fotoradar;TRUE;7
Kozienice;2;Jednoślady;fotoradar;TRUE;6
Kraczkowa;2;Jednoślady;fotoradar;TRUE;11
Libidza;2;Jednoślady;fotoradar;TRUE;15
Lubień;2;Jednoślady;fotoradar;TRUE;3
Lubliniec;2;Jednoślady;fotoradar;TRUE;15
Łąck;2;Jednoślady;fotoradar;TRUE;8
Łuszczów Pierwszy;2;Jednoślady;fotoradar;TRUE;3
Małkowo;2;Jednoślady;fotoradar;TRUE;1
Mniów;2;Jednoślady;fotoradar;TRUE;13
Mokrzeszów;2;Jednoślady;fotoradar;TRUE;15
Nowa Wieś;2;Jednoślady;fotoradar;TRUE;4
Nowy Targ;2;Jednoślady;fotoradar;TRUE;4
Ojrzeń;2;Jednoślady;fotoradar;TRUE;3
Opatów;2;Jednoślady;fotoradar;TRUE;0
Ostrów Wielkopolski;2;Jednoślady;fotoradar;TRUE;6
Ostrówek;2;Jednoślady;fotoradar;TRUE;15
Ożarów;2;Jednoślady;fotoradar;TRUE;7
Pawłowice;2;Jednoślady;fotoradar;TRUE;14
Polichna;2;Jednoślady;fotoradar;TRUE;4
Przasnysz;2;Jednoślady;fotoradar;TRUE;0
Przerzeczyn Zdrój;2;Jednoślady;fotoradar;TRUE;0
Przytoczno;2;Jednoślady;fotoradar;TRUE;70
Samborowo;2;Jednoślady;fotoradar;TRUE;0
Sławno;2;Jednoślady;fotoradar;TRUE;49
Słupca;2;Jednoślady;fotoradar;TRUE;40
Smolice;2;Jednoślady;fotoradar;TRUE;3
Wilczowola;2;Jednoślady;fotoradar;TRUE;4
Zbydniów;2;Jednoślady;fotoradar;TRUE;3
Żarnowo Drugie;2;Jednoślady;fotoradar;TRUE;0
Żukowo;2;Jednoślady;fotoradar;TRUE;3
Aleksandrów;2;Osobowe;fotoradar;TRUE;6
Boćki;2;Osobowe;fotoradar;TRUE;7
Bratian;2;Osobowe;fotoradar;TRUE;3
Cielcza;2;Osobowe;fotoradar;TRUE;33
Czerwińsk nad Wisłą;2;Osobowe;fotoradar;TRUE;15
Domaradz;2;Osobowe;fotoradar;TRUE;0
Egiertowo;2;Osobowe;fotoradar;TRUE;5
Gniechowice;2;Osobowe;fotoradar;TRUE;1
Jedlińsk;2;Osobowe;fotoradar;TRUE;1
Kleczanów;2;Osobowe;fotoradar;TRUE;27
Kozienice;2;Osobowe;fotoradar;TRUE;4
Kraczkowa;2;Osobowe;fotoradar;TRUE;19
Libidza;2;Osobowe;fotoradar;TRUE;31
Lubień;2;Osobowe;fotoradar;TRUE;8
Lubliniec;2;Osobowe;fotoradar;TRUE;7
Łąck;2;Osobowe;fotoradar;TRUE;19
Łuszczów Pierwszy;2;Osobowe;fotoradar;TRUE;5
Małkowo;2;Osobowe;fotoradar;TRUE;9
Mniów;2;Osobowe;fotoradar;TRUE;14
Mokrzeszów;2;Osobowe;fotoradar;TRUE;32
Nowa Wieś;2;Osobowe;fotoradar;TRUE;0
Nowy Targ;2;Osobowe;fotoradar;TRUE;6
Ojrzeń;2;Osobowe;fotoradar;TRUE;12
Opatów;2;Osobowe;fotoradar;TRUE;1
Ostrów Wielkopolski;2;Osobowe;fotoradar;TRUE;4
Ostrówek;2;Osobowe;fotoradar;TRUE;25
Ożarów;2;Osobowe;fotoradar;TRUE;3
Pawłowice;2;Osobowe;fotoradar;TRUE;11
Polichna;2;Osobowe;fotoradar;TRUE;7
Przasnysz;2;Osobowe;fotoradar;TRUE;0
Przerzeczyn Zdrój;2;Osobowe;fotoradar;TRUE;3
Przytoczno;2;Osobowe;fotoradar;TRUE;13
Samborowo;2;Osobowe;fotoradar;TRUE;3
Sławno;2;Osobowe;fotoradar;TRUE;77
Słupca;2;Osobowe;fotoradar;TRUE;59
Smolice;2;Osobowe;fotoradar;TRUE;28
Wilczowola;2;Osobowe;fotoradar;TRUE;9
Zbydniów;2;Osobowe;fotoradar;TRUE;10
Żarnowo Drugie;2;Osobowe;fotoradar;TRUE;40
Żukowo;2;Osobowe;fotoradar;TRUE;4
Aleksandrów;2;Dostawcze;fotoradar;TRUE;5
Boćki;2;Dostawcze;fotoradar;TRUE;10
Bratian;2;Dostawcze;fotoradar;TRUE;2
Cielcza;2;Dostawcze;fotoradar;TRUE;32
Czerwińsk nad Wisłą;2;Dostawcze;fotoradar;TRUE;13
Domaradz;2;Dostawcze;fotoradar;TRUE;1
Egiertowo;2;Dostawcze;fotoradar;TRUE;2
Gniechowice;2;Dostawcze;fotoradar;TRUE;2
Jedlińsk;2;Dostawcze;fotoradar;TRUE;0
