city;measurement;type;kind;radar;not_comply
Gorzyce (2);3;Dostawcze;passive;FALSE;43
Łosiów;3;Dostawcze;passive;FALSE;93
Łuszczów;3;Dostawcze;passive;FALSE;13
Polesie;3;Dostawcze;passive;FALSE;40
Sochaczew;3;Dostawcze;passive;FALSE;13
Szymaki;3;Dostawcze;passive;FALSE;32
Tarnowskie Góry;3;Dostawcze;passive;FALSE;0
Warmiaki;3;Dostawcze;passive;FALSE;1
Wilcza - Nieborowice;3;Dostawcze;passive;FALSE;5
Zabłudów;3;Dostawcze;passive;FALSE;22
Gietrzwałd;3;Ciężarowe;passive;FALSE;67
Gorzyce (1);3;Ciężarowe;passive;FALSE;29
Gorzyce (2);3;Ciężarowe;passive;FALSE;39
Łosiów;3;Ciężarowe;passive;FALSE;96
Łuszczów;3;Ciężarowe;passive;FALSE;4
Polesie;3;Ciężarowe;passive;FALSE;86
Sochaczew;3;Ciężarowe;passive;FALSE;75
Szymaki;3;Ciężarowe;passive;FALSE;83
Tarnowskie Góry;3;Ciężarowe;passive;FALSE;0
Warmiaki;3;Ciężarowe;passive;FALSE;4
Wilcza - Nieborowice;3;Ciężarowe;passive;FALSE;40
Zabłudów;3;Ciężarowe;passive;FALSE;14
Gietrzwałd;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;66
Gorzyce (1);3;Ciężarowe z przyczepą i autobusy;passive;FALSE;11
Gorzyce (2);3;Ciężarowe z przyczepą i autobusy;passive;FALSE;35
Łosiów;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;96
Łuszczów;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;1
Polesie;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;93
Sochaczew;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;82
Szymaki;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;84
Tarnowskie Góry;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;0
Warmiaki;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;0
Wilcza - Nieborowice;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;48
Zabłudów;3;Ciężarowe z przyczepą i autobusy;passive;FALSE;13
Gietrzwałd;1;Jednoślady;passive;TRUE;0
Gorzyce (1);1;Jednoślady;passive;TRUE;0
Gorzyce (2);1;Jednoślady;passive;TRUE;6
Łosiów;1;Jednoślady;passive;TRUE;0
Łuszczów;1;Jednoślady;passive;TRUE;67
Polesie;1;Jednoślady;passive;TRUE;13
Sochaczew;1;Jednoślady;passive;TRUE;6
Szymaki;1;Jednoślady;passive;TRUE;0
Tarnowskie Góry;1;Jednoślady;passive;TRUE;10
Warmiaki;1;Jednoślady;passive;TRUE;0
Wilcza - Nieborowice;1;Jednoślady;passive;TRUE;30
Zabłudów;1;Jednoślady;passive;TRUE;46
Gietrzwałd;1;Osobowe;passive;TRUE;1
Gorzyce (1);1;Osobowe;passive;TRUE;0
Gorzyce (2);1;Osobowe;passive;TRUE;3
Łosiów;1;Osobowe;passive;TRUE;3
Łuszczów;1;Osobowe;passive;TRUE;86
Polesie;1;Osobowe;passive;TRUE;26
Sochaczew;1;Osobowe;passive;TRUE;22
Szymaki;1;Osobowe;passive;TRUE;4
Tarnowskie Góry;1;Osobowe;passive;TRUE;22
Warmiaki;1;Osobowe;passive;TRUE;1
Wilcza - Nieborowice;1;Osobowe;passive;TRUE;52
Zabłudów;1;Osobowe;passive;TRUE;65
Gietrzwałd;1;Dostawcze;passive;TRUE;1
Gorzyce (1);1;Dostawcze;passive;TRUE;0
Gorzyce (2);1;Dostawcze;passive;TRUE;6
Łosiów;1;Dostawcze;passive;TRUE;4
Łuszczów;1;Dostawcze;passive;TRUE;83
Polesie;1;Dostawcze;passive;TRUE;17
Sochaczew;1;Dostawcze;passive;TRUE;16
Szymaki;1;Dostawcze;passive;TRUE;3
Tarnowskie Góry;1;Dostawcze;passive;TRUE;20
Warmiaki;1;Dostawcze;passive;TRUE;2
Wilcza - Nieborowice;1;Dostawcze;passive;TRUE;48
Zabłudów;1;Dostawcze;passive;TRUE;66
Gietrzwałd;1;Ciężarowe;passive;TRUE;19
Gorzyce (1);1;Ciężarowe;passive;TRUE;16
Gorzyce (2);1;Ciężarowe;passive;TRUE;3
Łosiów;1;Ciężarowe;passive;TRUE;23
Łuszczów;1;Ciężarowe;passive;TRUE;83
Polesie;1;Ciężarowe;passive;TRUE;83
Sochaczew;1;Ciężarowe;passive;TRUE;8
Szymaki;1;Ciężarowe;passive;TRUE;31
Tarnowskie Góry;1;Ciężarowe;passive;TRUE;12
Warmiaki;1;Ciężarowe;passive;TRUE;12
Wilcza - Nieborowice;1;Ciężarowe;passive;TRUE;52
Zabłudów;1;Ciężarowe;passive;TRUE;68
Gietrzwałd;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;20
Gorzyce (1);1;Ciężarowe z przyczepą i autobusy;passive;TRUE;10
Gorzyce (2);1;Ciężarowe z przyczepą i autobusy;passive;TRUE;0
Łosiów;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;20
Łuszczów;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;87
Polesie;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;83
Sochaczew;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;1
Szymaki;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;34
Tarnowskie Góry;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;5
Warmiaki;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;6
Wilcza - Nieborowice;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;64
Zabłudów;1;Ciężarowe z przyczepą i autobusy;passive;TRUE;75
Gietrzwałd;2;Jednoślady;passive;TRUE;0
Gorzyce (1);2;Jednoślady;passive;TRUE;3
Gorzyce (2);2;Jednoślady;passive;TRUE;11
Łosiów;2;Jednoślady;passive;TRUE;10
Łuszczów;2;Jednoślady;passive;TRUE;0
Polesie;2;Jednoślady;passive;TRUE;11
Sochaczew;2;Jednoślady;passive;TRUE;2
Szymaki;2;Jednoślady;passive;TRUE;4
Tarnowskie Góry;2;Jednoślady;passive;TRUE;62
Warmiaki;2;Jednoślady;passive;TRUE;0
Wilcza - Nieborowice;2;Jednoślady;passive;TRUE;0
Zabłudów;2;Jednoślady;passive;TRUE;13
Gietrzwałd;2;Osobowe;passive;TRUE;6
Gorzyce (1);2;Osobowe;passive;TRUE;42
Gorzyce (2);2;Osobowe;passive;TRUE;28
Łosiów;2;Osobowe;passive;TRUE;17
Łuszczów;2;Osobowe;passive;TRUE;1
Polesie;2;Osobowe;passive;TRUE;19
Sochaczew;2;Osobowe;passive;TRUE;6
Szymaki;2;Osobowe;passive;TRUE;5
Tarnowskie Góry;2;Osobowe;passive;TRUE;84
Warmiaki;2;Osobowe;passive;TRUE;11
Wilcza - Nieborowice;2;Osobowe;passive;TRUE;5
Zabłudów;2;Osobowe;passive;TRUE;9
Gietrzwałd;2;Dostawcze;passive;TRUE;7
Gorzyce (1);2;Dostawcze;passive;TRUE;44
Gorzyce (2);2;Dostawcze;passive;TRUE;31
Łosiów;2;Dostawcze;passive;TRUE;17
Łuszczów;2;Dostawcze;passive;TRUE;2
Polesie;2;Dostawcze;passive;TRUE;18
Sochaczew;2;Dostawcze;passive;TRUE;8
Szymaki;2;Dostawcze;passive;TRUE;8
Tarnowskie Góry;2;Dostawcze;passive;TRUE;82
Warmiaki;2;Dostawcze;passive;TRUE;14
Wilcza - Nieborowice;2;Dostawcze;passive;TRUE;5
Zabłudów;2;Dostawcze;passive;TRUE;12
Gietrzwałd;2;Ciężarowe;passive;TRUE;60
Gorzyce (1);2;Ciężarowe;passive;TRUE;42
Gorzyce (2);2;Ciężarowe;passive;TRUE;37
Łosiów;2;Ciężarowe;passive;TRUE;28
Łuszczów;2;Ciężarowe;passive;TRUE;21
Polesie;2;Ciężarowe;passive;TRUE;83
Sochaczew;2;Ciężarowe;passive;TRUE;46
Szymaki;2;Ciężarowe;passive;TRUE;51
Tarnowskie Góry;2;Ciężarowe;passive;TRUE;86
Warmiaki;2;Ciężarowe;passive;TRUE;51
Wilcza - Nieborowice;2;Ciężarowe;passive;TRUE;41
Zabłudów;2;Ciężarowe;passive;TRUE;69
Gietrzwałd;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;54
Gorzyce (1);2;Ciężarowe z przyczepą i autobusy;passive;TRUE;35
Gorzyce (2);2;Ciężarowe z przyczepą i autobusy;passive;TRUE;42
Łosiów;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;28
Łuszczów;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;21
Polesie;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;86
Sochaczew;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;43
Szymaki;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;39
Tarnowskie Góry;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;86
Warmiaki;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;50
Wilcza - Nieborowice;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;41
Zabłudów;2;Ciężarowe z przyczepą i autobusy;passive;TRUE;76
Gietrzwałd;3;Jednoślady;passive;TRUE;17
Gorzyce (1);3;Jednoślady;passive;TRUE;8
Gorzyce (2);3;Jednoślady;passive;TRUE;34
Łosiów;3;Jednoślady;passive;TRUE;53
Łuszczów;3;Jednoślady;passive;TRUE;33
Polesie;3;Jednoślady;passive;TRUE;0
Sochaczew;3;Jednoślady;passive;TRUE;0
Szymaki;3;Jednoślady;passive;TRUE;0
Tarnowskie Góry;3;Jednoślady;passive;TRUE;1
Warmiaki;3;Jednoślady;passive;TRUE;0
Wilcza - Nieborowice;3;Jednoślady;passive;TRUE;0
Zabłudów;3;Jednoślady;passive;TRUE;7
Gietrzwałd;3;Osobowe;passive;TRUE;17
Gorzyce (1);3;Osobowe;passive;TRUE;29
Gorzyce (2);3;Osobowe;passive;TRUE;61
Łosiów;3;Osobowe;passive;TRUE;89
Łuszczów;3;Osobowe;passive;TRUE;52
Polesie;3;Osobowe;passive;TRUE;3
Sochaczew;3;Osobowe;passive;TRUE;3
Szymaki;3;Osobowe;passive;TRUE;2
Tarnowskie Góry;3;Osobowe;passive;TRUE;1
Warmiaki;3;Osobowe;passive;TRUE;7
Wilcza - Nieborowice;3;Osobowe;passive;TRUE;1
Zabłudów;3;Osobowe;passive;TRUE;13
Gietrzwałd;3;Dostawcze;passive;TRUE;24
Gorzyce (1);3;Dostawcze;passive;TRUE;30
Gorzyce (2);3;Dostawcze;passive;TRUE;61
Łosiów;3;Dostawcze;passive;TRUE;88
Łuszczów;3;Dostawcze;passive;TRUE;55
Polesie;3;Dostawcze;passive;TRUE;2
Sochaczew;3;Dostawcze;passive;TRUE;6
Szymaki;3;Dostawcze;passive;TRUE;2
Tarnowskie Góry;3;Dostawcze;passive;TRUE;1
Warmiaki;3;Dostawcze;passive;TRUE;7
Wilcza - Nieborowice;3;Dostawcze;passive;TRUE;2
Zabłudów;3;Dostawcze;passive;TRUE;17
Gietrzwałd;3;Ciężarowe;passive;TRUE;80
Gorzyce (1);3;Ciężarowe;passive;TRUE;29
Gorzyce (2);3;Ciężarowe;passive;TRUE;61
Łosiów;3;Ciężarowe;passive;TRUE;86
Łuszczów;3;Ciężarowe;passive;TRUE;56
Polesie;3;Ciężarowe;passive;TRUE;22
Sochaczew;3;Ciężarowe;passive;TRUE;36
Szymaki;3;Ciężarowe;passive;TRUE;13
Tarnowskie Góry;3;Ciężarowe;passive;TRUE;1
Warmiaki;3;Ciężarowe;passive;TRUE;42
Wilcza - Nieborowice;3;Ciężarowe;passive;TRUE;14
Zabłudów;3;Ciężarowe;passive;TRUE;14
Gietrzwałd;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;80
Gorzyce (1);3;Ciężarowe z przyczepą i autobusy;passive;TRUE;19
Gorzyce (2);3;Ciężarowe z przyczepą i autobusy;passive;TRUE;70
Łosiów;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;87
Łuszczów;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;63
Polesie;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;21
Sochaczew;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;41
Szymaki;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;12
Tarnowskie Góry;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;0
Warmiaki;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;46
Wilcza - Nieborowice;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;12
Zabłudów;3;Ciężarowe z przyczepą i autobusy;passive;TRUE;15
